CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
599,52.0,Male,New York,Gold,121.0,5464.64,Electronics,2023-04-21 09:39:46.585300,Artist,50,1
600,38.0,Male,Philadelphia,Platinum,64.0,7843.3,,2023-08-22 09:39:46.585300,Manager,58,1
601,30.0,Female,Philadelphia,Platinum,34.0,6950.21,Clothing,2023-09-23 09:39:46.585300,Engineer,42,0
602,36.0,Female,Chicago,Bronze,48.0,2062.44,Clothing,2023-01-11 09:39:46.585300,Doctor,9,1
603,68.0,Other,Phoenix,Bronze,120.0,6506.35,,2023-08-31 09:39:46.585300,Teacher,50,0
604,28.0,Male,Houston,,,7441.53,Home Goods,2023-02-15 09:39:46.585300,Doctor,32,1
605,53.0,Male,,Platinum,,4600.85,Home Goods,2023-02-21 09:39:46.585300,Doctor,40,0
606,50.0,Male,Houston,Bronze,85.0,8233.16,Clothing,2023-11-06 09:39:46.585300,Manager,65,0
607,60.0,Female,Chicago,Gold,185.0,,Home Goods,2023-06-10 09:39:46.585300,Teacher,98,1
608,,Other,Phoenix,Platinum,,9333.31,Clothing,2023-07-21 09:39:46.585300,Doctor,69,0
609,27.0,Other,New York,Silver,38.0,8463.32,,2023-01-30 09:39:46.585300,Manager,55,1
610,53.0,Male,Los Angeles,Gold,197.0,,Electronics,2023-02-06 09:39:46.585300,Doctor,45,1
611,20.0,Female,Houston,Silver,81.0,4467.96,Electronics,2023-07-15 09:39:46.585300,Artist,35,1
612,67.0,Male,Phoenix,Bronze,139.0,7713.08,Clothing,2023-04-28 09:39:46.585300,Manager,21,1
613,,Male,Houston,Gold,37.0,3309.21,,2023-05-21 09:39:46.585300,Manager,52,1
614,58.0,Other,Philadelphia,Silver,75.0,2637.95,Home Goods,2023-06-27 09:39:46.585300,Engineer,85,0
615,,Other,Los Angeles,,81.0,1329.73,,2023-08-19 09:39:46.585300,Artist,27,1
616,54.0,,Chicago,Silver,177.0,2308.8,Clothing,2023-08-18 09:39:46.585300,Teacher,13,0
617,54.0,Male,Chicago,Platinum,,,Clothing,2023-11-23 09:39:46.585300,Engineer,52,1
618,23.0,Male,New York,Platinum,85.0,8917.69,Home Goods,2023-11-20 09:39:46.585300,Artist,72,1
619,23.0,Female,,Bronze,9.0,4791.95,Electronics,2023-11-08 09:39:46.585300,Manager,93,0
620,22.0,Male,Chicago,Gold,133.0,2124.11,Clothing,2023-08-24 09:39:46.585300,Engineer,62,1
621,53.0,Female,Houston,Platinum,131.0,,Clothing,2023-07-09 09:39:46.585300,Artist,21,1
622,59.0,Female,Philadelphia,Silver,60.0,7974.98,Home Goods,2023-09-25 09:39:46.585300,Teacher,58,1
623,52.0,Female,Houston,Bronze,179.0,7498.57,Clothing,2023-11-17 09:39:46.585300,Artist,51,0
624,43.0,,Houston,Bronze,71.0,9513.33,Clothing,2023-10-07 09:39:46.585300,Doctor,1,0
625,23.0,Male,Houston,Bronze,196.0,174.77,Clothing,2023-09-13 09:39:46.585300,Manager,41,1
626,46.0,Other,Los Angeles,Gold,118.0,2032.27,Home Goods,2023-07-11 09:39:46.585300,Doctor,74,0
627,50.0,Other,Chicago,Gold,110.0,8649.44,Clothing,2023-05-09 09:39:46.585300,Engineer,70,1
628,63.0,Female,Phoenix,Bronze,,,Electronics,2024-01-03 09:39:46.585300,Doctor,67,0
629,,,Chicago,Gold,141.0,1852.18,Electronics,2023-11-23 09:39:46.585300,Doctor,15,0
630,27.0,,New York,Platinum,133.0,8825.15,Clothing,2023-01-09 09:39:46.585300,Engineer,66,0
631,,Female,Philadelphia,Silver,18.0,2397.97,Clothing,2023-06-08 09:39:46.585300,Doctor,52,1
632,,Male,,Platinum,110.0,855.82,Home Goods,2023-12-17 09:39:46.585300,Engineer,89,1
633,24.0,Male,,,,7259.67,,2023-11-14 09:39:46.585300,Engineer,64,0
634,,Male,Philadelphia,Bronze,194.0,608.37,Home Goods,2023-06-26 09:39:46.585300,Teacher,42,1
635,25.0,Male,Chicago,,171.0,8602.07,Clothing,2023-08-13 09:39:46.585300,Doctor,51,1
636,37.0,Male,Houston,Silver,151.0,7844.09,Home Goods,2023-09-07 09:39:46.585300,,4,0
637,24.0,Female,Philadelphia,Gold,,,Clothing,2023-08-19 09:39:46.585300,Manager,43,1
638,23.0,Other,Houston,Platinum,102.0,,Home Goods,2023-06-08 09:39:46.585300,,32,1
639,40.0,Male,Los Angeles,Bronze,66.0,5665.51,Electronics,2023-12-10 09:39:46.585300,,16,1
640,44.0,Other,Los Angeles,Silver,42.0,830.35,Home Goods,2023-01-25 09:39:46.585300,Doctor,14,0
641,62.0,Male,,Silver,182.0,9767.3,Home Goods,2023-05-30 09:39:46.585300,Doctor,89,1
642,21.0,Other,Chicago,Silver,27.0,8815.71,,2023-11-26 09:39:46.585300,Engineer,86,0
643,55.0,Other,Philadelphia,,106.0,9808.3,Clothing,2023-07-23 09:39:46.585300,,20,1
644,38.0,Male,Phoenix,Platinum,,9021.57,Electronics,2023-12-28 09:39:46.585300,Doctor,57,0
645,,Female,Los Angeles,Gold,17.0,5607.26,Home Goods,2023-08-20 09:39:46.585300,Manager,27,1
646,37.0,Female,Phoenix,Bronze,122.0,8976.34,Home Goods,2023-05-17 09:39:46.585300,Doctor,3,1
647,49.0,Female,Phoenix,Platinum,103.0,2431.66,Home Goods,2023-06-16 09:39:46.585300,Manager,54,1
648,19.0,Female,Houston,Silver,,8806.01,Home Goods,2023-09-09 09:39:46.585300,Doctor,53,1
649,23.0,,Los Angeles,Gold,79.0,4107.85,Clothing,2023-01-31 09:39:46.585300,Manager,17,1
650,45.0,Male,Houston,Bronze,155.0,3194.47,Home Goods,2023-01-12 09:39:46.585300,Teacher,81,1
651,61.0,Male,Los Angeles,,79.0,9811.79,Clothing,2023-09-21 09:39:46.585300,Artist,54,0
652,48.0,Female,,,153.0,2387.54,Electronics,2023-08-16 09:39:46.585300,Teacher,5,0
653,27.0,Male,Chicago,Bronze,192.0,8457.21,Clothing,2023-07-07 09:39:46.585300,Engineer,11,0
654,36.0,Male,Philadelphia,Silver,88.0,3417.05,Electronics,2023-09-29 09:39:46.585300,Doctor,95,1
655,25.0,Male,New York,Platinum,8.0,1143.85,Clothing,2023-08-20 09:39:46.585300,Manager,63,0
656,40.0,Other,Philadelphia,Bronze,183.0,427.38,Electronics,2023-08-10 09:39:46.585300,Doctor,5,0
657,55.0,Male,Chicago,Gold,190.0,7014.68,Electronics,2023-05-14 09:39:46.585300,,36,1
658,46.0,Male,Chicago,Silver,91.0,953.4,Electronics,2023-01-24 09:39:46.585300,Artist,49,1
659,25.0,Female,Chicago,Silver,17.0,5006.56,Clothing,2023-08-03 09:39:46.585300,Doctor,84,1
660,60.0,Other,Los Angeles,Silver,114.0,3913.29,Clothing,2023-04-18 09:39:46.585300,Engineer,12,0
661,64.0,Other,Los Angeles,Silver,20.0,,Home Goods,2023-02-22 09:39:46.585300,Engineer,76,1
662,19.0,Male,Chicago,Platinum,53.0,,Clothing,2023-03-12 09:39:46.585300,,28,1
663,58.0,Male,New York,Bronze,183.0,6786.02,Clothing,2023-02-02 09:39:46.585300,Manager,67,1
664,70.0,,Phoenix,Platinum,120.0,5916.24,,2023-11-18 09:39:46.585300,Engineer,79,0
665,57.0,Male,Philadelphia,Bronze,119.0,2081.18,Home Goods,2023-03-01 09:39:46.585300,Manager,62,0
666,46.0,Male,Chicago,Silver,,,Home Goods,2023-02-18 09:39:46.585300,Manager,61,0
667,28.0,Female,Phoenix,Platinum,123.0,1277.47,Clothing,2023-12-22 09:39:46.585300,Teacher,40,0
668,68.0,Other,Philadelphia,Bronze,191.0,4730.19,Electronics,2023-10-15 09:39:46.585300,Artist,70,1
669,51.0,Female,,Silver,139.0,4979.43,Electronics,2023-03-13 09:39:46.585300,Teacher,59,1
670,,Female,Phoenix,Silver,138.0,5251.15,,2023-06-23 09:39:46.585300,Doctor,88,1
671,50.0,Female,Los Angeles,Bronze,,6790.3,Home Goods,2023-09-15 09:39:46.585300,Teacher,59,0
672,35.0,Other,New York,Platinum,190.0,283.6,Electronics,2023-07-24 09:39:46.585300,Artist,58,1
673,45.0,Male,Los Angeles,Bronze,81.0,1387.61,Home Goods,2023-06-13 09:39:46.585300,Artist,90,0
674,32.0,Female,Phoenix,Gold,3.0,4630.57,Electronics,2023-07-01 09:39:46.585300,Manager,98,1
675,,Male,Houston,Bronze,151.0,2582.27,Electronics,2023-08-24 09:39:46.585300,Manager,17,0
676,68.0,,New York,Gold,102.0,1088.98,Clothing,2023-11-23 09:39:46.585300,Artist,70,0
677,24.0,Male,Philadelphia,,59.0,5893.12,Clothing,2023-12-21 09:39:46.585300,Doctor,87,0
678,51.0,Female,Houston,Silver,160.0,6236.7,Electronics,2023-12-16 09:39:46.585300,Artist,99,0
679,62.0,Male,Chicago,Platinum,4.0,2598.85,Electronics,2023-05-17 09:39:46.585300,Artist,14,1
680,68.0,Male,Houston,Bronze,92.0,7779.26,Home Goods,2023-10-17 09:39:46.585300,Engineer,70,0
681,62.0,,Los Angeles,Platinum,15.0,9499.66,Home Goods,2023-11-29 09:39:46.585300,Doctor,36,1
682,58.0,Male,Los Angeles,Gold,57.0,850.43,Home Goods,2023-08-20 09:39:46.585300,Engineer,15,1
683,23.0,Female,Phoenix,Bronze,172.0,9010.76,Electronics,2023-03-21 09:39:46.585300,,26,1
684,47.0,Female,Phoenix,,38.0,8603.19,Clothing,2023-06-25 09:39:46.585300,Manager,24,1
685,45.0,Other,Chicago,Platinum,77.0,,,2023-07-18 09:39:46.585300,Manager,2,1
686,36.0,Female,Los Angeles,Platinum,,4062.28,Electronics,2023-12-20 09:39:46.585300,Manager,63,0
687,52.0,,New York,Platinum,174.0,6073.21,Electronics,2023-06-13 09:39:46.585300,Engineer,38,1
688,19.0,Male,Philadelphia,Gold,,7368.32,Clothing,2023-03-25 09:39:46.585300,Teacher,26,1
689,39.0,Other,Philadelphia,Gold,120.0,2378.39,Home Goods,2023-08-04 09:39:46.585300,Engineer,74,1
690,62.0,Other,Chicago,Bronze,,2684.77,Home Goods,2023-03-12 09:39:46.585300,Artist,47,1
691,32.0,,Houston,Silver,,6497.74,Home Goods,2023-05-17 09:39:46.585300,Artist,38,1
692,55.0,Male,New York,Platinum,189.0,6273.89,Clothing,2023-11-23 09:39:46.585300,Engineer,92,0
693,59.0,Other,Chicago,Gold,,4470.34,Electronics,2023-05-22 09:39:46.585300,Artist,84,1
694,22.0,Male,Houston,Platinum,61.0,7278.53,Electronics,2023-01-28 09:39:46.585300,Doctor,40,0
695,67.0,Other,New York,Gold,19.0,1775.91,Home Goods,2023-06-18 09:39:46.585300,Engineer,27,1
696,68.0,Male,,Bronze,105.0,9262.05,Home Goods,2023-03-09 09:39:46.585300,Teacher,29,1
697,31.0,Male,Los Angeles,Platinum,35.0,,Clothing,2023-09-16 09:39:46.585300,Artist,19,0
698,49.0,Other,Houston,Bronze,183.0,2266.76,,2023-06-14 09:39:46.585300,Engineer,24,0
699,63.0,Male,Los Angeles,Silver,63.0,8536.57,,2023-08-13 09:39:46.585300,Teacher,86,0
700,41.0,Female,Houston,Platinum,105.0,2293.84,Electronics,2023-06-03 09:39:46.585300,Artist,11,1
701,54.0,Female,Los Angeles,Silver,92.0,8049.95,Clothing,2023-11-12 09:39:46.585300,Engineer,75,1
702,53.0,Male,Philadelphia,Gold,,8757.1,Home Goods,2023-10-30 09:39:46.585300,Artist,42,0
703,29.0,Female,Houston,,,,Electronics,2023-12-10 09:39:46.585300,Engineer,93,0
704,44.0,Male,,Gold,173.0,1867.51,Home Goods,2023-08-31 09:39:46.585300,Doctor,64,1
705,45.0,Female,Philadelphia,Gold,138.0,5231.91,Clothing,2023-10-06 09:39:46.585300,Engineer,92,0
706,38.0,Other,Phoenix,Platinum,152.0,9367.87,Clothing,2023-06-02 09:39:46.585300,Artist,76,0
707,30.0,Male,Los Angeles,Bronze,145.0,,Electronics,2023-05-29 09:39:46.585300,Manager,43,1
708,31.0,Male,Philadelphia,Platinum,33.0,5413.3,Home Goods,2023-09-11 09:39:46.585300,Artist,91,1
709,53.0,Female,Houston,Bronze,43.0,9988.17,Home Goods,2023-12-06 09:39:46.585300,Artist,93,1
710,43.0,Other,Philadelphia,Gold,7.0,7842.17,Electronics,2023-01-15 09:39:46.585300,Doctor,72,1
711,69.0,Male,Philadelphia,Bronze,184.0,6615.31,Electronics,2023-06-23 09:39:46.585300,Doctor,29,0
712,56.0,,Los Angeles,Gold,193.0,4759.39,Clothing,2023-04-27 09:39:46.585300,Manager,8,1
713,63.0,Male,Los Angeles,Gold,117.0,,Electronics,2023-09-04 09:39:46.585300,,94,1
714,32.0,Female,Chicago,Gold,,3958.52,Electronics,2023-05-25 09:39:46.585300,Doctor,97,1
715,64.0,Female,,,81.0,1828.01,Home Goods,2023-06-21 09:39:46.585300,Artist,11,1
716,60.0,Other,Philadelphia,Silver,158.0,549.03,,2023-04-04 09:39:46.585300,Doctor,68,1
717,18.0,Female,Los Angeles,Platinum,114.0,,Electronics,2023-07-11 09:39:46.585300,Manager,19,0
718,29.0,Other,Houston,Platinum,61.0,7986.97,Home Goods,2023-07-15 09:39:46.585300,Teacher,59,1
719,,Female,Chicago,Platinum,110.0,,Electronics,2023-07-01 09:39:46.585300,Engineer,42,0
720,32.0,Other,Houston,Gold,62.0,1995.76,Electronics,2023-03-13 09:39:46.585300,,68,0
721,23.0,,Houston,Silver,82.0,7336.61,Electronics,2023-04-03 09:39:46.585300,Manager,75,1
722,,,Houston,Platinum,31.0,,Home Goods,2023-08-15 09:39:46.585300,Doctor,87,1
723,25.0,Female,New York,Platinum,187.0,8482.48,Home Goods,2023-04-10 09:39:46.585300,Teacher,23,0
724,63.0,Other,Los Angeles,Silver,149.0,2061.0,Home Goods,2023-01-16 09:39:46.585300,Manager,67,1
725,48.0,Male,New York,Bronze,189.0,4279.86,Clothing,2023-12-09 09:39:46.585300,Artist,52,1
726,33.0,Other,Los Angeles,Gold,88.0,2378.82,Home Goods,2023-09-16 09:39:46.585300,Doctor,82,0
727,60.0,Female,Los Angeles,,188.0,4479.58,Electronics,2023-09-19 09:39:46.585300,Manager,51,1
728,56.0,Female,Chicago,,123.0,9806.04,Home Goods,2023-07-09 09:39:46.585300,Manager,79,1
729,61.0,Male,New York,,156.0,4837.25,Electronics,2023-03-10 09:39:46.585300,Engineer,71,0
730,37.0,Female,New York,Gold,,9949.58,Electronics,2023-07-30 09:39:46.585300,Engineer,68,1
731,26.0,Male,Phoenix,Platinum,71.0,1114.27,,2023-07-20 09:39:46.585300,Teacher,81,1
732,46.0,Other,Chicago,Bronze,132.0,1822.68,Clothing,2023-10-29 09:39:46.585300,Manager,31,1
733,21.0,Female,Philadelphia,Platinum,180.0,1363.72,Electronics,2023-05-16 09:39:46.585300,Doctor,89,1
734,59.0,Male,Los Angeles,,71.0,4138.59,Home Goods,2023-11-06 09:39:46.585300,Manager,41,0
735,20.0,Male,Los Angeles,Platinum,146.0,7403.76,Home Goods,2023-08-28 09:39:46.585300,,89,1
736,67.0,,Phoenix,Platinum,68.0,8418.76,Clothing,2023-12-19 09:39:46.585300,Artist,38,1
737,46.0,Male,Los Angeles,Gold,33.0,5221.4,Home Goods,2023-06-27 09:39:46.585300,,75,1
738,34.0,Male,New York,Silver,111.0,8575.85,Clothing,2023-01-31 09:39:46.585300,,59,0
739,54.0,Other,Philadelphia,,73.0,9561.94,Clothing,2023-06-01 09:39:46.585300,Manager,83,1
740,44.0,Other,,Gold,,145.86,Clothing,2023-05-14 09:39:46.585300,Engineer,81,1
741,55.0,Other,Phoenix,Platinum,13.0,1743.97,Home Goods,2023-06-28 09:39:46.585300,Manager,22,1
742,49.0,Male,Los Angeles,Platinum,57.0,1891.78,,2023-08-26 09:39:46.585300,Engineer,8,0
743,47.0,Female,Los Angeles,Silver,,9914.76,,2023-07-04 09:39:46.585300,Teacher,65,0
744,68.0,Other,Phoenix,Silver,59.0,9001.17,Home Goods,2023-10-27 09:39:46.585300,Doctor,9,0
745,64.0,Female,Philadelphia,Bronze,146.0,1139.6,Electronics,2023-05-08 09:39:46.585300,Teacher,53,1
746,48.0,Other,,Bronze,96.0,,Electronics,2023-02-14 09:39:46.585300,Manager,67,1
747,,Male,Los Angeles,Platinum,,1866.87,,2023-11-17 09:39:46.585300,Artist,37,0
748,50.0,Other,Los Angeles,Gold,6.0,3301.07,,2023-04-26 09:39:46.585300,Artist,89,1
749,30.0,Female,Phoenix,Bronze,139.0,,Home Goods,2023-01-18 09:39:46.585300,,92,0
750,48.0,Male,Chicago,Platinum,1.0,316.14,Clothing,2023-10-06 09:39:46.585300,Engineer,89,0
751,58.0,Female,Philadelphia,Gold,94.0,3278.76,,2023-09-03 09:39:46.585300,Doctor,63,0
752,36.0,Male,New York,,39.0,4667.2,Clothing,2023-04-02 09:39:46.585300,Teacher,90,0
753,21.0,Female,Los Angeles,Gold,154.0,823.83,Electronics,2023-05-13 09:39:46.585300,Manager,85,1
754,26.0,Other,Philadelphia,Bronze,111.0,6870.7,Clothing,2023-10-03 09:39:46.585300,Engineer,31,1
755,70.0,Male,Los Angeles,Gold,69.0,1096.55,Electronics,2023-01-31 09:39:46.585300,Manager,18,1
756,27.0,Female,Chicago,Platinum,,9639.65,Clothing,2023-12-12 09:39:46.585300,Doctor,39,1
757,66.0,Male,Los Angeles,Bronze,69.0,8966.53,Electronics,2023-12-22 09:39:46.585300,Doctor,74,1
758,45.0,Female,Houston,,37.0,594.53,Clothing,2023-07-01 09:39:46.585300,Teacher,22,1
759,46.0,Female,Philadelphia,Gold,126.0,490.68,Electronics,2023-04-09 09:39:46.585300,Engineer,69,0
760,20.0,Male,Phoenix,,107.0,8765.15,Clothing,2023-12-17 09:39:46.585300,Doctor,68,1
761,15.0,Other,Los Angeles,Gold,45.0,967.37,Home Goods,2023-02-28 09:39:46.585300,Engineer,97,1
762,22.0,Male,Philadelphia,Bronze,10.0,1685.78,Electronics,2023-07-08 09:39:46.585300,Artist,93,0
763,42.0,Other,Houston,Gold,160.0,,Clothing,2023-04-15 09:39:46.585300,Engineer,44,0
764,52.0,Female,,Platinum,148.0,2173.23,Electronics,2023-03-22 09:39:46.585300,Artist,54,0
765,36.0,Male,Phoenix,Bronze,8.0,3456.43,Home Goods,2023-09-05 09:39:46.585300,,20,0
766,22.0,,Houston,Bronze,29.0,7430.28,Electronics,2023-11-26 09:39:46.585300,Artist,69,1
767,65.0,Other,Houston,Bronze,22.0,2531.7,Electronics,2023-06-25 09:39:46.585300,,15,1
768,54.0,Other,Phoenix,Silver,138.0,1254.97,Home Goods,2023-09-07 09:39:46.585300,,36,1
769,61.0,Male,Chicago,Bronze,134.0,8042.28,Home Goods,2023-12-02 09:39:46.585300,Engineer,29,1
770,37.0,Male,Chicago,Silver,124.0,449.27,,2023-11-09 09:39:46.585300,Teacher,78,0
771,43.0,Female,,Platinum,191.0,2800.82,,2023-12-31 09:39:46.585300,Engineer,49,1
772,25.0,Male,Los Angeles,,79.0,3312.82,Home Goods,2023-03-02 09:39:46.585300,Doctor,41,0
773,39.0,Male,New York,Gold,,2843.65,Clothing,2023-04-08 09:39:46.585300,Manager,96,1
774,23.0,Male,Los Angeles,Platinum,83.0,8952.82,Electronics,2023-01-11 09:39:46.585300,Doctor,90,1
775,47.0,Female,Houston,Silver,5.0,1265.34,Clothing,2023-05-16 09:39:46.585300,,64,0
776,68.0,Other,New York,Silver,74.0,622.46,Clothing,2023-09-16 09:39:46.585300,Engineer,25,0
777,23.0,Male,Houston,Gold,43.0,1247.68,Home Goods,2023-04-30 09:39:46.585300,Artist,26,1
778,,Male,Houston,,112.0,1134.13,Home Goods,2023-12-20 09:39:46.585300,Doctor,15,1
779,,Female,Phoenix,,120.0,376.91,Clothing,2023-10-13 09:39:46.585300,Engineer,6,0
780,45.0,Male,Philadelphia,Bronze,131.0,2728.58,,2023-08-12 09:39:46.585300,Artist,36,1
781,55.0,Other,,Platinum,67.0,7758.81,Home Goods,2023-06-02 09:39:46.585300,Doctor,15,1
782,53.0,Female,Chicago,Platinum,111.0,428.92,Electronics,2023-12-13 09:39:46.585300,Engineer,7,0
783,24.0,Female,Chicago,Bronze,194.0,8357.51,Electronics,2023-11-28 09:39:46.585300,Manager,36,1
784,64.0,Male,,Platinum,93.0,4716.32,Electronics,2023-10-02 09:39:46.585300,Manager,71,1
785,,Male,New York,Bronze,80.0,9149.09,Home Goods,2023-08-31 09:39:46.585300,Manager,93,1
786,54.0,Other,Chicago,Silver,78.0,4783.98,Clothing,2023-01-22 09:39:46.585300,Manager,97,0
787,30.0,Female,Phoenix,Silver,122.0,,Clothing,2023-10-04 09:39:46.585300,Doctor,70,1
788,40.0,Female,Los Angeles,Bronze,147.0,8793.59,Electronics,2023-11-10 09:39:46.585300,Teacher,22,0
789,,,,Bronze,71.0,969.28,Home Goods,2023-08-20 09:39:46.585300,Doctor,25,1
790,33.0,Female,Los Angeles,Platinum,73.0,9094.15,Home Goods,2023-04-27 09:39:46.585300,Artist,99,1
791,52.0,Female,New York,Gold,57.0,4757.67,Electronics,2023-07-30 09:39:46.585300,,38,0
792,62.0,Other,Phoenix,Silver,196.0,4860.66,Home Goods,2023-02-23 09:39:46.585300,,73,0
793,68.0,Other,,Silver,122.0,6242.04,,2023-03-14 09:39:46.585300,Manager,73,0
794,26.0,Other,New York,Bronze,35.0,8759.16,Home Goods,2023-04-29 09:39:46.585300,Manager,64,1
795,45.0,Female,Philadelphia,Silver,16.0,7219.37,Clothing,2023-05-19 09:39:46.585300,Engineer,32,1
796,40.0,Other,Phoenix,Bronze,122.0,7036.42,Home Goods,2023-07-13 09:39:46.585300,Engineer,44,1
797,64.0,Female,Houston,Bronze,29.0,1286.55,Electronics,2023-05-29 09:39:46.585300,Manager,37,1
798,54.0,Other,Chicago,Bronze,109.0,5674.59,Clothing,2023-07-12 09:39:46.585300,,92,0
799,39.0,Male,Houston,,163.0,5589.11,Electronics,2023-10-25 09:39:46.585300,,74,1
800,33.0,Male,New York,Platinum,,5158.45,Electronics,2023-09-27 09:39:46.585300,Teacher,22,1
801,,Female,,Silver,95.0,421.41,Clothing,2023-10-29 09:39:46.585300,Manager,72,1
802,64.0,Other,Philadelphia,Platinum,105.0,7693.1,,2023-09-13 09:39:46.585300,Doctor,69,0
803,55.0,Male,Houston,Platinum,16.0,3304.57,Home Goods,2023-11-22 09:39:46.585300,Doctor,81,1
804,19.0,Female,Phoenix,Silver,198.0,4423.3,Electronics,2023-08-26 09:39:46.585300,Manager,19,0
805,24.0,Male,Phoenix,Silver,102.0,8825.01,Electronics,2023-05-25 09:39:46.585300,Doctor,56,0
806,23.0,Male,Chicago,Silver,170.0,9320.76,Clothing,2023-12-15 09:39:46.585300,Manager,27,1
807,31.0,,New York,Platinum,18.0,214.45,Electronics,2023-05-23 09:39:46.585300,Doctor,50,1
808,44.0,Male,Chicago,Bronze,23.0,8410.85,Clothing,2023-06-19 09:39:46.585300,Manager,84,1
809,28.0,Male,,Bronze,180.0,7637.5,Home Goods,2023-11-15 09:39:46.585300,Manager,78,1
810,32.0,Female,Phoenix,Platinum,189.0,9589.15,Electronics,2023-05-15 09:39:46.585300,Engineer,86,0
811,,Female,Philadelphia,Silver,57.0,9570.92,Clothing,2023-04-12 09:39:46.585300,Engineer,86,0
812,25.0,Female,,Silver,7.0,9645.0,Home Goods,2023-07-24 09:39:46.585300,Artist,13,0
813,63.0,Male,Los Angeles,Gold,171.0,8062.18,Home Goods,2023-12-30 09:39:46.585300,Engineer,6,1
814,22.0,Other,Chicago,Platinum,177.0,,Home Goods,2023-01-23 09:39:46.585300,Manager,95,0
815,,,,Gold,107.0,1546.26,,2023-07-27 09:39:46.585300,Artist,31,0
816,59.0,Other,Philadelphia,Platinum,183.0,5716.85,Clothing,2023-07-17 09:39:46.585300,Artist,8,1
817,20.0,Other,New York,Gold,189.0,8012.82,Clothing,2023-12-23 09:39:46.585300,Teacher,74,1
818,28.0,Male,Houston,Gold,,1974.87,Clothing,2023-01-28 09:39:46.585300,Engineer,16,1
819,69.0,Female,Chicago,Silver,121.0,3515.38,Home Goods,2023-12-21 09:39:46.585300,Artist,69,0
820,45.0,Male,Chicago,Platinum,87.0,1429.76,Home Goods,2023-02-09 09:39:46.585300,Engineer,80,1
821,42.0,Female,Houston,Silver,,6251.35,,2023-09-27 09:39:46.585300,Teacher,72,1
822,21.0,Female,New York,Gold,30.0,2155.78,Clothing,2023-07-08 09:39:46.585300,Teacher,74,0
823,34.0,Other,Philadelphia,Bronze,173.0,7650.21,,2023-05-30 09:39:46.585300,Manager,65,0
824,35.0,Male,Philadelphia,Silver,9.0,6873.86,Home Goods,2023-01-18 09:39:46.585300,Teacher,6,0
825,23.0,,Philadelphia,Bronze,112.0,7459.8,Electronics,2023-08-01 09:39:46.585300,Teacher,12,1
826,22.0,Male,New York,Gold,,,Clothing,2023-02-17 09:39:46.585300,Engineer,64,1
827,36.0,Other,Philadelphia,Silver,,160.33,Electronics,2023-11-15 09:39:46.585300,Manager,68,0
828,24.0,Female,Los Angeles,Silver,104.0,1227.81,Clothing,2023-08-03 09:39:46.585300,Manager,63,0
829,,,Phoenix,Silver,85.0,2658.49,Home Goods,2023-10-14 09:39:46.585300,Manager,57,0
830,40.0,Female,New York,Silver,54.0,7610.36,Home Goods,2023-12-24 09:39:46.585300,Manager,61,1
831,22.0,Male,New York,Bronze,173.0,6854.3,Home Goods,2023-11-27 09:39:46.585300,Artist,63,1
832,22.0,Female,Los Angeles,Bronze,92.0,1705.21,Home Goods,2023-02-19 09:39:46.585300,Doctor,37,0
833,57.0,Male,Houston,Platinum,198.0,5230.81,Clothing,2023-05-02 09:39:46.585300,Manager,2,0
834,55.0,Other,Philadelphia,Gold,85.0,291.55,Home Goods,2023-05-24 09:39:46.585300,Doctor,43,0
835,66.0,Other,New York,Platinum,34.0,4317.31,Home Goods,2023-12-18 09:39:46.585300,Doctor,95,1
836,43.0,Other,New York,,77.0,7716.31,Electronics,2023-07-13 09:39:46.585300,,5,0
837,51.0,,Chicago,Silver,177.0,1487.81,Home Goods,2023-10-23 09:39:46.585300,Doctor,57,1
838,36.0,Male,Phoenix,Bronze,9.0,5544.99,Home Goods,2023-10-17 09:39:46.585300,Engineer,18,0
839,51.0,Female,Houston,Gold,171.0,7613.4,Electronics,2023-09-30 09:39:46.585300,,7,1
840,30.0,Female,Chicago,Platinum,10.0,6968.03,Clothing,2023-08-17 09:39:46.585300,,98,1
841,65.0,Female,Phoenix,,183.0,,Clothing,2023-11-20 09:39:46.585300,Teacher,51,1
842,25.0,Male,Houston,Platinum,140.0,9421.59,,2023-06-10 09:39:46.585300,Manager,77,0
843,,Male,Philadelphia,,187.0,8011.01,Clothing,2023-10-22 09:39:46.585300,Doctor,61,0
844,64.0,Female,Phoenix,Platinum,24.0,1924.34,Clothing,2023-03-29 09:39:46.585300,Teacher,54,0
845,65.0,Female,Houston,Silver,3.0,7840.23,Clothing,2023-06-13 09:39:46.585300,,19,0
846,51.0,Male,New York,Gold,,2653.48,Clothing,2023-08-31 09:39:46.585300,Doctor,99,0
847,35.0,Female,Houston,Silver,,9063.63,Clothing,2023-10-28 09:39:46.585300,Engineer,19,0
848,46.0,Male,Philadelphia,Bronze,152.0,8511.13,,2023-08-27 09:39:46.585300,Teacher,82,0
849,31.0,Other,Los Angeles,Bronze,90.0,6410.54,Clothing,2023-10-23 09:39:46.585300,Engineer,95,0
850,62.0,Other,Philadelphia,Platinum,35.0,6573.73,Home Goods,2023-10-22 09:39:46.585300,Engineer,15,1
851,51.0,Female,Philadelphia,Gold,106.0,826.44,Home Goods,2023-07-28 09:39:46.585300,,85,0
